t,i,x,y,r,theta,xK,tc,therm,dc,i,x2,y2,r2,theta2
1681588173.5151849, -3.2, 3.100459e-06, -1.477364e-06, 3.470387e-06, 332.3085, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0165406, 0.41968, 0.966
1681588180.0415087, 3.2, -4.138008e-06, -1.550447e-06, 4.350544e-06, 201.0156, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588186.5269294, -3.2, 1.85749e-06, -1.477364e-06, 2.373368e-06, 322.9104, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0165406, 0.419741, 0.966
1681588193.0186014, 3.2, -4.576703e-06, -1.550447e-06, 4.418936e-06, 202.7394, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588199.5227792, -3.2, 1.418795e-06, -1.550447e-06, 2.052983e-06, 304.1882, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166627, 0.41968, 0.966
1681588206.012966, 3.2, -4.430471e-06, -1.550447e-06, 4.393826e-06, 198.4413, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588212.4959872, -3.2, 1.711259e-06, -1.477364e-06, 2.533532e-06, 319.1953, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588218.992249, 3.2, -5.161629e-06, -1.477364e-06, 5.439224e-06, 196.7192, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0165406, 0.41968, 0.966
1681588225.495533, -3.2, 1.126332e-06, -1.477364e-06, 1.51206e-06, 291.0836, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588232.0061877, 3.2, -6.112135e-06, -1.62353e-06, 6.288148e-06, 194.0744, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0165406, 0.41968, 0.966
1681588238.5241554, -3.2, 2.959457e-08, -1.550447e-06, 1.498191e-06, 283.68, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588245.0516777, 3.2, -6.91641e-06, -1.404281e-06, 6.874193e-06, 191.8736, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588251.542169, -3.2, -9.940271e-07, -1.477364e-06, 2.057983e-06, 232.3383, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588258.0402725, 3.2, -7.135757e-06, -1.62353e-06, 6.253447e-06, 192.146, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588264.5597236, -3.2, -1.505838e-06, -1.550447e-06, 1.968797e-06, 237.3351, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0165406, 0.41968, 0.966
1681588271.0521128, 3.2, -7.135757e-06, -1.550447e-06, 7.230823e-06, 192.6351, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166627, 0.41968, 0.966
1681588277.5695128, -3.2, -1.505838e-06, -1.550447e-06, 2.014682e-06, 228.5725, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588284.078948, 3.2, -1.773755e-05, -1.404281e-06, 1.714974e-05, 185.0957, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0165406, 0.419741, 0.966
1681588290.602016, -3.2, -1.042597e-05, -1.550447e-06, 1.031299e-05, 188.577, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166627, 0.419741, 0.966
1681588297.0972493, 3.2, -1.33506e-05, -1.477364e-06, 1.271433e-05, 186.6773, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588303.6100056, -3.2, -6.550831e-06, -1.62353e-06, 6.164081e-06, 194.918, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166627, 0.419741, 0.966
1681588310.093783, 3.2, -1.086466e-05, -1.550447e-06, 9.962429e-06, 188.6645, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588316.6037445, -3.2, -4.430471e-06, -1.696613e-06, 4.462753e-06, 202.1325, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588323.0916579, 3.2, -9.621695e-06, -1.62353e-06, 1.010691e-05, 188.8243, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166627, 0.419741, 0.966
1681588329.575936, -3.2, -4.357355e-06, -1.550447e-06, 4.377122e-06, 201.2267, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166627, 0.419741, 0.966
1681588336.0535946, 3.2, -8.232495e-06, -1.550447e-06, 8.220112e-06, 190.7826, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588342.534612, -3.2, -1.798301e-06, -1.62353e-06, 2.544561e-06, 224.5008, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166627, 0.419741, 0.966
1681588349.0176244, 3.2, -7.281989e-06, -1.477364e-06, 7.230823e-06, 192.2586, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588355.5081675, -3.2, -1.28649e-06, -1.62353e-06, 1.924597e-06, 233.6678, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588362.0259395, 3.2, -7.135757e-06, -1.477364e-06, 7.159425e-06, 191.4771, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588368.5249941, -3.2, 4.682896e-07, -1.62353e-06, 1.727029e-06, 295.1068, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588374.9818797, 3.2, -4.869166e-06, -1.550447e-06, 5.389462e-06, 196.0735, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588381.4952228, -3.2, 9.069846e-07, -1.62353e-06, 1.600015e-06, 297.1857, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588387.9859161, 3.2, -4.869166e-06, -1.62353e-06, 4.878874e-06, 198.997, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588394.4842675, -3.2, 1.491911e-06, -1.550447e-06, 2.255526e-06, 311.1501, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588400.9997222, 3.2, -4.796051e-06, -1.550447e-06, 4.55616e-06, 202.294, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588407.5096726, -3.2, 1.638143e-06, -1.62353e-06, 2.578905e-06, 320.1483, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588413.9916708, 3.2, -3.333734e-06, -1.62353e-06, 4.445105e-06, 201.9583, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588420.5249386, -3.2, 2.076838e-06, -1.62353e-06, 2.548698e-06, 322.9419, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588426.9896684, 3.2, -4.503587e-06, -1.696613e-06, 4.649989e-06, 199.5867, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588433.4959006, -3.2, 2.881112e-06, -1.62353e-06, 2.932789e-06, 325.1067, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985905, 0.0166017, 0.41968, 0.966
1681588439.9809215, 3.2, -3.91866e-06, -1.62353e-06, 3.915598e-06, 201.2267, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588446.4606626, -3.2, 1.711259e-06, -1.62353e-06, 2.309176e-06, 327.1617, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588452.9742897, 3.2, -3.772429e-06, -1.550447e-06, 4.404752e-06, 201.0833, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588459.4827156, -3.2, 1.85749e-06, -1.62353e-06, 2.306374e-06, 317.8226, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0165406, 0.419741, 0.966
1681588465.9872618, 3.2, -4.430471e-06, -1.550447e-06, 4.487476e-06, 201.4224, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588472.4985282, -3.2, 2.369301e-06, -1.550447e-06, 2.872183e-06, 324.3943, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588478.9942973, 3.2, -2.968155e-06, -1.550447e-06, 3.447488e-06, 207.5808, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.985966, 0.0166017, 0.419741, 0.966
1681588485.5139062, -3.2, 2.296185e-06, -1.62353e-06, 2.578905e-06, 325.1067, 0, 0, 0, +3.785131E-05, +1.555581E-10, 0.986027, 0.0166017, 0.419741, 0.966
1681588508.1969929, 3.2, -4.064892e-06, -1.842779e-06, 4.067572e-06, 206.4767, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588514.7142591, -3.2, 2.515533e-06, -1.769696e-06, 3.118291e-06, 323.775, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588521.237177, 3.2, -3.553081e-06, -1.769696e-06, 3.675612e-06, 207.9614, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588527.7186763, -3.2, 2.954228e-06, -1.696613e-06, 3.990864e-06, 332.952, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588534.2249475, 3.2, -3.114386e-06, -1.769696e-06, 3.393092e-06, 211.8341, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588540.7039652, -3.2, 3.539154e-06, -1.915862e-06, 4.123692e-06, 337.1379, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588547.183775, 3.2, -2.383228e-06, -1.696613e-06, 2.57566e-06, 223.3998, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588553.68298, -3.2, 4.270313e-06, -1.769696e-06, 4.595005e-06, 334.3152, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166627, 0.419191, 0.966
1681588560.1886873, 3.2, -2.090764e-06, -1.769696e-06, 2.807605e-06, 216.8777, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588566.6959288, -3.2, 2.588649e-06, -1.769696e-06, 3.237411e-06, 326.7247, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588573.2009757, 3.2, -3.04127e-06, -1.696613e-06, 3.805932e-06, 210.0334, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588579.7186718, -3.2, 2.442417e-06, -1.842779e-06, 2.914118e-06, 326.3817, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588586.2025018, 3.2, 2.959457e-08, -1.842779e-06, 1.887644e-06, 270.9581, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588592.6810324, -3.2, 2.661765e-06, -1.696613e-06, 3.569968e-06, 327.3967, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166627, 0.419252, 0.966
1681588599.1732533, 3.2, -3.40685e-06, -1.842779e-06, 3.937765e-06, 204.6376, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588605.6596863, -3.2, 1.930606e-06, -1.842779e-06, 2.411501e-06, 315.2366, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166627, 0.419191, 0.966
1681588612.1673512, 3.2, -3.40685e-06, -1.769696e-06, 3.610909e-06, 212.0928, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588618.6769912, -3.2, 2.73488e-06, -1.696613e-06, 3.059614e-06, 325.6421, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419191, 0.966
1681588625.1668694, 3.2, -2.895039e-06, -1.769696e-06, 3.418836e-06, 209.039, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419191, 0.966
1681588631.6496744, -3.2, 2.588649e-06, -1.696613e-06, 3.00157e-06, 323.775, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419191, 0.966
1681588638.1441875, 3.2, -1.715263e-05, -1.62353e-06, 1.730909e-05, 185.3616, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588644.638725, -3.2, -1.093778e-05, -1.842779e-06, 1.101984e-05, 189.313, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166627, 0.419252, 0.966
1681588651.1043484, 3.2, -1.686016e-05, -1.842779e-06, 1.754215e-05, 185.4638, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588657.6236584, -3.2, -1.079155e-05, -1.769696e-06, 1.037164e-05, 189.8535, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588664.1411169, 3.2, -1.525161e-05, -1.842779e-06, 1.508134e-05, 186.6187, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588670.642156, -3.2, -8.159379e-06, -1.696613e-06, 7.992192e-06, 191.9546, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588677.154146, 3.2, -1.444734e-05, -1.769696e-06, 1.441019e-05, 187.3133, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588683.6548274, -3.2, -7.501336e-06, -1.62353e-06, 8.190788e-06, 192.6779, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588690.1933842, 3.2, -1.393553e-05, -1.62353e-06, 1.395716e-05, 186.9415, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588696.6966388, -3.2, -6.404599e-06, -1.696613e-06, 7.121462e-06, 194.677, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588703.2131765, 3.2, -1.225386e-05, -1.550447e-06, 1.201928e-05, 188.3655, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588709.7199333, -3.2, -6.112135e-06, -1.769696e-06, 6.715103e-06, 195.4464, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166627, 0.419252, 0.966
1681588716.2027974, 3.2, -1.159582e-05, -1.62353e-06, 1.138043e-05, 188.591, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419191, 0.966
1681588722.693891, -3.2, -5.965903e-06, -1.842779e-06, 6.244024e-06, 197.5702, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588729.18721, 3.2, -1.19614e-05, -1.769696e-06, 1.165781e-05, 188.6773, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588735.7111666, -3.2, -6.697062e-06, -1.769696e-06, 7.050473e-06, 195.4464, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588742.2042792, 3.2, -1.115713e-05, -1.769696e-06, 1.173009e-05, 188.324, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588748.719249, -3.2, -5.746556e-06, -1.696613e-06, 6.363176e-06, 196.1478, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588755.2280407, 3.2, -1.188829e-05, -1.842779e-06, 1.201928e-05, 188.4159, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588761.7007313, -3.2, -4.796051e-06, -1.769696e-06, 5.087297e-06, 198.9466, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588768.218189, 3.2, -1.174205e-05, -1.769696e-06, 1.184397e-05, 188.9386, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588774.7072964, -3.2, -5.746556e-06, -1.696613e-06, 5.803607e-06, 196.7894, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588781.2004964, 3.2, -1.130336e-05, -1.696613e-06, 1.2381e-05, 188.3558, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588787.6925702, -3.2, -5.746556e-06, -1.842779e-06, 6.01288e-06, 197.1652, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588794.2090547, 3.2, -1.203452e-05, -1.696613e-06, 1.188578e-05, 188.7315, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588800.716688, -3.2, -4.576703e-06, -1.915862e-06, 5.069709e-06, 198.44, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588807.2019165, 3.2, -1.10109e-05, -1.769696e-06, 1.158555e-05, 188.4822, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588813.7349086, -3.2, -6.258367e-06, -1.62353e-06, 6.785662e-06, 196.0618, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588820.2706196, 3.2, -1.108401e-05, -1.769696e-06, 1.152476e-05, 189.0714, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588826.7678118, -3.2, -4.722935e-06, -1.769696e-06, 5.411913e-06, 198.9246, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419191, 0.966
1681588833.2509706, 3.2, -1.108401e-05, -1.842779e-06, 1.094776e-05, 189.5027, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588839.7886844, -3.2, -4.649818e-06, -1.842779e-06, 5.318462e-06, 198.9466, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419191, 0.966
1681588846.285905, 3.2, -9.841043e-06, -1.769696e-06, 9.71119e-06, 190.579, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588852.75725, -3.2, -3.626197e-06, -1.842779e-06, 4.264276e-06, 206.939, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588859.267704, 3.2, -1.137648e-05, -1.842779e-06, 1.171928e-05, 188.6237, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419191, 0.966
1681588865.7526515, -3.2, -6.623946e-06, -1.769696e-06, 6.785662e-06, 196.4071, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419191, 0.966
1681588872.2356293, 3.2, -1.049908e-05, -1.769696e-06, 1.04188e-05, 188.5557, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588878.7307746, -3.2, -5.892788e-06, -1.842779e-06, 6.01288e-06, 195.5137, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166017, 0.419252, 0.966
1681588885.2276387, 3.2, -1.115713e-05, -1.769696e-06, 1.093569e-05, 188.9552, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0165406, 0.419252, 0.966
1681588891.729082, -3.2, -5.600324e-06, -1.769696e-06, 5.525792e-06, 198.4389, 0, 0, 0, +4.166289E+00, +2.958075E-10, 0.985477, 0.0166627, 0.419252, 0.966
1681588914.3871949, 3.2, -4.649818e-06, -2.062028e-06, 4.918107e-06, 202.3931, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0164796, 0.418703, 0.96
1681588920.9066248, -3.2, 9.801004e-07, -1.988946e-06, 2.502987e-06, 309.689, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681588927.4156384, 3.2, -4.942282e-06, -2.062028e-06, 5.096728e-06, 203.6773, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681588933.896525, -3.2, 9.069846e-07, -2.062028e-06, 2.197887e-06, 290.9314, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681588940.4112256, 3.2, -5.234745e-06, -1.915862e-06, 5.599863e-06, 202.647, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681588946.9036496, -3.2, 1.565027e-06, -2.062028e-06, 2.576706e-06, 306.8736, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681588953.4025826, 3.2, -5.234745e-06, -1.915862e-06, 5.918967e-06, 199.5524, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681588959.9046674, -3.2, 2.954228e-06, -1.988946e-06, 3.870016e-06, 323.7086, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681588966.4211824, 3.2, -4.722935e-06, -1.988946e-06, 5.259723e-06, 202.8372, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681588972.9360301, -3.2, 7.607529e-07, -1.915862e-06, 2.224252e-06, 295.3333, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681588979.4267604, 3.2, -4.942282e-06, -1.915862e-06, 5.096728e-06, 200.2536, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681588985.9219372, -3.2, 1.126332e-06, -1.915862e-06, 2.152005e-06, 296.2329, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0166017, 0.418703, 0.966
1681588992.4080596, 3.2, -5.088514e-06, -1.842779e-06, 5.368868e-06, 201.349, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681588998.9128983, -3.2, 1.272564e-06, -1.988946e-06, 2.104459e-06, 288.4423, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589005.4216197, 3.2, -4.722935e-06, -2.135112e-06, 5.437233e-06, 200.9067, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681589011.922873, -3.2, 1.491911e-06, -1.988946e-06, 2.623797e-06, 311.7714, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589018.4081259, 3.2, -4.869166e-06, -1.988946e-06, 5.463412e-06, 199.3935, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984928, 0.0165406, 0.418703, 0.966
1681589024.9313936, -3.2, 1.491911e-06, -1.915862e-06, 2.473831e-06, 309.2447, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589031.4291978, 3.2, -5.307861e-06, -2.135112e-06, 5.39538e-06, 202.08, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589037.9256506, -3.2, 1.565027e-06, -1.842779e-06, 2.486303e-06, 311.8968, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
1681589044.4132214, 3.2, -5.307861e-06, -1.915862e-06, 5.780801e-06, 200.2856, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0165406, 0.418703, 0.966
1681589050.923437, -3.2, 1.053216e-06, -1.988946e-06, 2.322623e-06, 295.3333, 0, 0, 0, +8.334009E+00, -3.343693E-10, 0.984989, 0.0166017, 0.418703, 0.966
